!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"""close-quote"	ˈkloʊzˈkwoʊt
adenoid	ˈædəˌnɔɪd
adenoids	ˈædəˌnɔɪdz
adenoscan	əˈdɛnəˌskæn
adenosine	əˈdɛnəˌsiːn
adenovirus	əˈdɛnəˌvaɪrəs
adept	əˈdɛpt
adequacy	ˈædəkwəsi
adequate	ˈædəkwət, ˈædəˌkweɪt
adequately	ˈædəkwɪtli
ader	ˈeɪdɝ
aderhold	ˈædɝhoʊld
aderholt	ˈædɝhoʊlt
aderman	ˈædɝmən
ades	ˈeɪdz
adey	ˈeɪdi
adger	ˈædʒɝ
adham	ˈædhæm
adhered	ædˈhɪrd
adherence	ədˈhɪrəns
adherents	ædˈhɪrənts
adheres	ədˈhɪrz
adhering	ədˈhɪrɪŋ
adhesion	ædˈhiːʒən
adhesives	ædˈhiːsɪvz, ədˈhiːsɪvz
adia	ˈɑːdiːə
adid	əˈdɪd
adidas	əˈdiːdəs
adidas's	əˈdiːdəsɪz
adieu	əˈduː
adin	əˈdɪn
adina	ɑːˈdiːnə
adine	ɑːˈdiːni
adinolfi	ɑːdiːˈnoʊlfi
adios	ˌɑːdiːˈoʊs
adirondack	ˌædɝˈɑːndæk
adisq	əˈdɪsk, ˈeɪdɪsk
adjani	ædˈdʒɑːni
adjective	ˈædʒɪktɪv
adjectives	ˈædʒɪktɪvz
adjourned	əˈdʒɝːnd
adjourning	əˈdʒɝːnɪŋ
adjournment	əˈdʒɝːnmənt
adjourns	əˈdʒɝːnz
adjudged	əˈdʒʌdʒd
adjudicated	əˈdʒuːdəˌkeɪtɪd
adjudicating	əˈdʒuːdɪˌkeɪtɪŋ
adjuncts	ˈæˌdʒəŋkts
adjustable	əˈdʒʌstəbəl
adjustables	əˈdʒʌstəbəlz
adjuster	əˈdʒʌstɝ
adjusters	əˈdʒʌstɝz
adjustments	əˈdʒʌstmənts
adkins	ˈædkɪnz
adkinson	ˈædkɪnsən
adkison	ˈædkɪsən
adkisson	ˈædkɪsən
adl-tabataba	ˌɑːdəlˌtɑːbəˈtɑːbə
adl-tabatabai	ˌɑːdəlˌtɑːbəˌtəˈbaɪ
adlai	ɑːdˈlɑːi
adler	ˈædlɝ
adler's	ˈædlɝz
adlers	ˈædlɝz
adley	ˈædli
adlon	ˈædlɑːn
adlong	ˈædlɔŋ
adman	ˈædmən
admen	ˈædmən
admin	ˈædmɪn
administered	ədˈmɪnɪstɝd
administering	ædˈmɪnɪˌstɝːɪŋ
administers	ædˈmɪnɪstɝz
administrating	ədˈmɪnɪˌstreɪtɪŋ
administration's	ædˌmɪnɪˈstreɪʃənz
administrations	ædˌmɪnɪˈstreɪʃənz
administrations'	ædˌmɪnɪˈstreɪʃənz
administratively	ædˌmɪnɪˈstreɪtɪvli
administrator's	ædˈmɪnɪˌstreɪtɝz
administrators	ædˈmɪnɪˌstreɪtɝz
administrators'	ædˈmɪnɪˌstreɪtɝz
admins	ˈædmɪnz
admira	ædˈmaɪrə
admira's	ædˈmaɪrəz
admirable	ˈædmɝəbəl, ˈædmrəbəl
admiral	ˈædmɝəl
admiral's	ˈædmɝəlz
admirals	ˈædmɝəlz
admirations	ˌædmɝˈeɪʃənz
admires	ædˈmaɪrz
admiringly	ædˈmaɪrɪŋli
admissibility	ədˌmɪsəˈbɪləti
admissible	ədˈmɪsəbəl
admissions	ædˈmɪʃənz, ədˈmɪʃənz
admittedly	ædˈmɪtɪdli
admonished	ədˈmɑːnɪʃt
admonishes	ædˈmɑːnɪʃɪz
admonishing	ædˈmɑːnɪʃɪŋ
admonishment	ædˈmɑːnɪʃmɛnt
admonition	ˌædməˈnɪʃən
admonitions	ˌædməˈnɪʃənz
admonitory	ˌædˈmɔnɪˌtɔri
adnan	ˈædnən
adney	ˈædni
adobe's	əˈdoʊbiːz
adolescents	ˌædəˈlɛsənts, ˌædoʊˈlɛsənts
adolf	ˈeɪdɑːlf
adolf's	ˈeɪdɑːlfs
adolfo	əˈdɑːlˌfoʊ
adolph	ˈeɪdɔlf
adolpha	ɑːˈdoʊlfə
adolphson	ˈædoʊlfsən
adolphus	əˈdɔlfəs
adon	ɑːˈdɔn
adonia	ɑːˈdoʊniːə
adonis	əˈdɑːnəs
adoptable	əˈdɑːptəbəl
adoptee	əˈdɑːpˈtiː
adoptees	əˈdɑːpˈtiːz
adopter	əˈdɑːptɝ
adopters	əˈdɑːptɝz
adopting	əˈdɑːptɪŋ
adoptions	əˈdɑːpʃənz
adoptive	əˈdɑːptɪv
adopts	əˈdɑːpts
ador	ɑːˈdɔr
adora	ɑːˈdɔrə
adorabelle	ˈædɝəbəl
adoree	ædɝˈiː
adorees	ædɝˈiːz
adores	əˈdɔrz
adoring	əˈdɔrɪŋ
adorna	ɑːˈdɔrnə
adorning	əˈdɔrnɪŋ
adornment	əˈdɔrnmənt
adorno	ɑːˈdɔrnoʊ
adorns	əˈdɔrnz
adra	ˈeɪdrə
adragna	ɑːˈdrɑːgnə
adrda	ˈeɪdɝdə
adrea	ˈɑːdriːə
adrenalin	əˈdrɛnəlɪn
adria	ˈɑːdriːə
adrian	ˈeɪdriːən
adriana	ˌeɪdriːˈænə
adriance	ɑːˈdriːəns
adriano	ɑːdriːˈɑːnoʊ
adriatic	ˌeɪdriːˈætɪk
adriel	əˈdriːl
adrienne	ɑːdriːˈɛn
adroitly	əˈdrɔɪtli
ads'	ˈædz
adsit	ˈædsɪt
adss	ˈæds, ˈeɪˈdiːˈɛˈsɛs
adstar	ˈædstɑːr
adsteam	ˈædstiːm
adtec	ˈædˌtɛk
aduliadae	əˌduːliːˈɑːdeɪ
adult	əˈdʌlt, ˈædəlt
adulterate	əˈdʌltɝˌeɪt
adulterated	əˈdʌltɝˌeɪtɪd
adulterates	əˈdʌltɝˌeɪts
adulteration	əˌdəltɝˈeɪʃən
adulterers	əˈdʌltɝɝz
adulterous	əˈdʌltɝəs
adulthood	əˈdʌltˌhʊd
adults'	əˈdʌlts, ˈædəlts
adusdur	ˈædəsdɝ
advacare	ˈædvəˌkɛr
advalue	ˈædvəˌluː
advance's	ədˈvænsɪz
advancement	ədˈvænsmənt
advancements	ədˈvænsmənts
advancers	ədˈvænsɝz
advances	ədˈvænsɪz
advani	ædˈvɑːni
advanta	ædˈvæntə, ədˈvæntə
advanta's	ædˈvæntəz, ədˈvæntəz
advantaged	ædˈvæntɪdʒd
advantest	ædˈvæntəst
advent	ˈædˌvɛnt
adventist	ˈædˌvɛntɪst
adventists	ˈædˌvɛntɪsts, ˈædˌvɛntɪs
adventure	ædˈvɛntʃɝ, ədˈvɛntʃɝ
adventurers	ædˈvɛntʃɝɝz, ədˈvɛntʃɝɝz
adventures	ædˈvɛntʃɝz
adventuresome	ædˈvɛntʃɝsəm
adventurism	ædˈvɛntʃɝˌɪzəm
adverbs	ˈædvɝbz
adversarial	ˌædvɝˈsɛriːəl
adversaries	ˈædvɝˌsɛriːz
adverse	ædˈvɝːs, ˈædˌvɝːs, ˌædˈvɝːs
adversely	ædˈvɝːsli
advertised	ˈædvɝˌtaɪzd, ˌædvɝˈtaɪzd
advertisement	ædˈvɝːtəzmənt, ˌædvɝˈtaɪzmənt
advertisements	ˈædvɝˌtaɪzmənts
advertiser	ˈædvɝˌtaɪzɝ
advertiser's	ˈædvɝˌtaɪzɝz
advertisers	ˈædvɝˌtaɪzɝz
advertisers'	ˈædˌvɝːˌtaɪzɝz
advertises	ˈædvɝˌtaɪzɪz
advertising's	ˈædvɝˌtaɪzɪŋz
advertorials	ˌædvɝˈtɔriːəlz
advest	ˈædvɛst
advil	ˈædˌvɪl
advil's	ˈædˌvɪlz
advisable	ədˈvaɪzəbəl
advisedly	ædˈvaɪzədli, ədˈvaɪzədli
advisement	ədˈvaɪzmənt
adviser's	ədˈvaɪzɝz
advisers	ædˈvaɪzɝz
advisers'	ˌædˈvaɪzɝz
advises	ædˈvaɪzɪz
advising	ædˈvaɪzɪŋ
advisories	ədˈvaɪzɝiːz
advisors	ædˈvaɪzɝz
advo	ˈædvoʊ
advocate	ˈædvəkət, ˈædvəˌkeɪt
advocate's	ˈædvəkəts
advocated	ˈædvəˌkeɪtɪd
advocates	ˈædvəkəts, ˈædvəˌkeɪts
advocating	ˈædvəˌkeɪtɪŋ
advocation	ˌædvəˈkeɪʃən
adweek	ˈædwiːk
adwell	əˈdwɛl
ady	ˈeɪdi
adz	ˈædz
ae	ˈeɪ
aegerter	ˈɛgɝtɝ
aegis	ˈiːdʒəs
aegon	ˈeɪgɑːn
aeltus	ˈæltəs
aeneid	əˈniːɪd
aequitron	ˈeɪkwɪtrɑːn
aer	ˈɛr
aerials	ˈɛriːəlz
aerie	ˈɛri
aerien	ˈɛriːən
aeriens	ˈɛriːənz
aeritalia	ˌɛrɪˈtæljə
aerobatic	ˌɛrəˈbætɪk
aerobatics	ˌɛrəˈbætɪks
aerobic	ɛˈroʊbɪk
aerobically	ɛˈroʊbɪkli
aerodrome	ˈɛrəˌdroʊm
aerodromes	ˈɛrəˌdroʊmz
aerodynamic	ˌɛroʊdaɪˈnæmɪk
aerodynamically	ˌɛroʊdaɪˈnæmɪkli
aerodynamicist	ˌɛroʊdaɪˈnæmɪsɪst
aerodynamicists	ˌɛroʊdaɪˈnæmɪsɪsts, ˌɛroʊdaɪˈnæmɪsɪs
aerodynamics	ˌɛroʊdaɪˈnæmɪks
aerodyne	ˈɛrəˌdaɪn
aerodyne's	ˈɛrəˌdaɪnz
aeroflot	ˈɛroʊˌflɑːt
aeroflot's	ˈɛroʊˌflɑːts
aerogenosa	ˈɛrədʒəˌnoʊsə
aerojet	ˈɛroʊˌdʒɛt
aerojets	ˈɛroʊˌdʒɛts
aerolift	ˈɛroʊˌlɪft
aerolifts	ˈɛroʊˌlɪfts
aerolineas	ˌɛroʊˈlɪniːəs
aeromar	ˈɛrəmɑːr, ˈɛroʊmɑːr
aeromexico	ˌɛroʊˈmɛksɪˌkoʊ
aeromexico's	ˌɛroʊˈmɛksɪˌkoʊz
aeronautical	ˌɛroʊˈnɑːtəkəl, ˌɛrəˈnɑːtəkəl
aeronauticas	ˌɛroʊˈnɔtɪkəs
aeronautics	ˌɛrəˈnɔtɪks
aeroperu	ˌɛroʊpeɪˈruː
aeroperu's	ˌɛroʊpeɪˈruːz
aeroquip	ˈɛrəˌkwɪp
aerosmith	ˈɛroʊˌsmɪθ
aerosmith's	ˈɛroʊˌsmɪθs
aerosols	ˈɛrəˌsɑːlz
aerospace	ˈɛroʊˌspeɪs
aerospace's	ˈɛroʊˌspeɪsɪz
aerospatiale	ˌɛroʊˌspɑːsiːˈɑːl
aerospatiale's	ˌɛroʊˌspɑːsiːˈɑːlz
aerostar	ˈɛroʊˌstɑːr
aerostar's	ˈɛroʊˌstɑːrz
aerostars	ˈɛroʊˌstɑːrz
aerostat	ˈɛroʊˌstæt
aerostat's	ˈɛroʊˌstæts
aerostats	ˈɛroʊˌstæts
aerotech	ˈɛroʊˌtɛk
aerovias	ɛroʊˈviːəz
aerts	ˈɛrts
aeschelus	ˈɛskələs
aeschliman	ˈɛʃliːmən
aesop's	ˈiːˌsɑːps
aesthenopia	æsθəˈnɔpjə
aesthete's	ˈɛsθiːts
aesthetes	ˈɛsθiːts
aesthetically	ɛsˈθɛtɪkli
aetna's	ˈɛtnəz
afanasyev	ˌæfəˈneɪsiːɛv
affably	ˈæfəbli
affair	əˈfɛr
affair's	əˈfɛrz
affect	əˈfɛkt
affectionate	əˈfɛkʃənət
affectively	əˈfɛktɪvli
affects	əˈfɛkts
affeldt	ˈæfɪlt
afferent	ˈæfɝənt
affidavits	ˌæfɪˈdeɪvɪts
affiliate	əˈfɪliːˌeɪt, əˈfɪliːət
affiliate's	əˈfɪliːˌeɪts
affiliated	əˈfɪliːˌeɪtɪd
affiliated's	əˈfɪliːˌeɪtɪdz
affiliates	əˈfɪliːəts, əˈfɪliːˌeɪts
affiliates'	əˈfɪliːɪts
affiliating	əˈfɪliːˌeɪtɪŋ
affiliations	əˌfɪliːˈeɪʃənz
affined	əˈfaɪnd
affines	əˈfaɪnz
affining	əˈfaɪnɪŋ
affinities	əˈfɪnətiːz
affirmations	ˌæfɝˈmeɪʃənz
affirmatively	əˈfɝːmətɪvli
affirmed	əˈfɝːmd
affirming	əˈfɝːmɪŋ
affirms	əˈfɝːmz
affix	ˈæfɪks, əˈfɪks
affixed	əˈfɪkst
affixes	ˈæfɪksɪz, əˈfɪksɪz
affixing	əˈfɪksɪŋ
affleck	ˈæflɪk
afflerbach	ˈæflɝˌbɑːk
afflicting	əˈflɪktɪŋ
afflictions	əˈflɪkʃənz
afflicts	əˈflɪkts
afflik	ˌæˈflɪk
affluent	ˈæfluːənt
affolter	ˈæfoʊltɝ
afford	əˈfɔrd
affordability	əˌfɔrdəˈbɪləti
affordably	əˈfɔrdəbli
affording	əˈfɔrdɪŋ
affricate	ˈæfrəkət
affricates	ˈæfrəkəts
affronted	əˈfrʌntɪd
affronting	əˈfrʌntɪŋ
affronts	əˈfrʌnts
affymax	ˈæfiːˌmæks
afghan	ˈæfˌgæn
afghani's	æfˈgæniːz
afghanis	æfˈgæniːz
afghanistan	æfˈgænəˌstæn
afghanistan's	æfˈgænəˌstænz
afghanistans	æfˈgænəˌstænz
afghans	ˈæfˌgænz
afheldt	ˈæˌfɛlt
aficionado	əˌfiːʃjəˈnɑːˌdoʊ
aficionados	əˌfɪʃəˈnɑːdoʊz
aflatoxin	ˌæfləˈtɑːksɪn
afmed	ˈæfmɛd
afonso	əˈfɑːnsoʊ
aforementioned	əˈfɔrˌmɛnʃənd
aforethought	əˈfɔrˌθɑːt
africa's	ˈæfrɪkɑːz
african-american	ˈæfrɪkənəˈmɛrɪkən
african-americans	ˈæfrɪkənəˈmɛrɪkənz
africanist	ˈæfrɪkɑːnɪst
africanist's	ˈæfrɪkɑːnɪsts
africanists	ˈæfrɪkɑːnɪsts
africanize	ˈæfrəkɑːˌnaɪz
africanized	ˈæfrəkɑːˌnaɪzd
africans	ˈæfrɪkənz
afridi	əˈfriːdi
afrikaner	ˌæfrəˈkɑːnɝ
afrikanerdom	ˌæfrəˈkɑːnɝdəm
afrikaners	ˌæfrɪˈkɑːnɝz
afroamerican	ˈæfroʊəˈmɛrɪkən
afroamericans	ˈæfroʊəˈmɛrɪkənz
afrocentric	ˈæfroʊˈsɛntrɪk
afsane	ɑːfˈsɑːˌneɪ
afsane's	ɑːfˈsɑːˌneɪz
afshar	ˈæfʃɝ
afshar's	ˈæfʃɝz
after-room	ˈæftɝˌruːm
afterall	ˈæftɝˌɑːl
afterburner	ˈæftɝˌbɝːnɝ
afterburners	ˈæftɝˌbɝːnɝz
aftereffects	ˈæftɝəˌfɛkts
afterglow	ˈæftɝˌgloʊ
afterglows	ˈæftɝˌgloʊz
afterhours	ˈæftɝˌhaʊɝz
afterimage	ˈæftɝˌɪmɪdʒ
afterimages	ˈæftɝˌɪmɪdʒɪz
afterlives	ˈæftɝˌlaɪvz
aftermarket	ˈæftɝˌmɑːrkɪt
aftermarkets	ˈæftɝˌmɑːrkɪts
aftermaths	ˈæftɝˌmæθs
afternoon's	ˌæftɝˈnuːnz
afternoons	ˌæftɝˈnuːnz
aftershave	ˌæftɝˈʃeɪv
aftershaves	ˌæftɝˈʃeɪvz
aftershock	ˈæftɝˌʃɑːk
aftershocks	ˈæftɝˌʃɑːks
aftertaste	ˈæftɝˌteɪst
aftertastes	ˈæftɝˌteɪsts, ˈæftɝˌteɪs
aftertax	ˈæftɝˌtæks
afterthoughts	ˈæftɝˌθɑːts, ˈæftɝˌθɔts
afula	əˈfuːlə
afula's	əˈfuːləz
ag's	ˈægz
agache	ˈægætʃ
agache's	ˈægætʃəz
agaches	ˈægætʃəz
again	əˈgɛn, əˈgeɪn
agamemnon	ˌægəˈmɛmˌnɑːn
agamemnon's	ˌægəˈmɛmˌnɑːnz
agan	ˈeɪgən
agana	əˈgɑːnə
aganbegyan	ˌægənˈbɛgjən
agans	ˈɑːgɑːnz
agape	əˈgeɪp
agar	ˈeɪgɝ
agard	ˈægɝd
agarwal	ˈɑːgɑːrwɑːl
agasp	əˈgæsp
agassiz	əˈgæsɪz
agate	ˈægət
agates	ˈægəts
agawam	ˈægəˌwɑːm
agco	ˈægˌkoʊ
age's	ˈeɪdʒɪz
aged	ˈeɪdʒd, ˈeɪdʒɪd
agee	ˈeɪˈdʒiː
agee's	ˈeɪdʒiːz
ageless	ˈeɪdʒləs
agematsu	ˈægəˈmætsuː
agence	ˈædʒəns
agencies	ˈeɪdʒənsiːz
agencies'	ˈeɪdʒənsiːz
agency's	ˈeɪdʒənsiːz
agendas	əˈdʒɛndəz
agent	ˈeɪdʒənt
agent's	ˈeɪdʒənts
agents'	ˈeɪdʒənts
ageratum	əˈdʒɛrətəm
ageratums	əˈdʒɛrətəmz
agers	ˈeɪdʒɝz
agers'	ˈeɪdʒɝz
agerton	ˈeɪgɝtən
agfa	ˈægfə
aggarwal	əˈgɑːrwəl
aggies	ˈægiːz
agglomerate	əˈglɑːmɝˌeɪt
agglomeration	əˌglɑːmɝˈeɪʃən
agglutinate	əˈgluːtɪˌneɪt
aggrandizement	ˈægrənˌdaɪzmənt, əˈgrænˌdaɪzmənt
aggrandizing	ˈægrənˌdaɪzɪŋ, əˈgrænˌdaɪzɪŋ
aggravated	ˈægrəˌveɪtɪd
aggravates	ˈægrəˌveɪts
aggravating	ˈægrəˌveɪtɪŋ
aggravation	ˌægrəˈveɪʃən
aggregate	ˈægrəgət, ˈægrəgeɪt
aggregated	ˈægrəˌgeɪtəd
aggregates	ˈægrəgɪts, ˈægrəˌgeɪts
aggressions	əˈgrɛʃənz
aggressively	əˈgrɛsɪvli
aggressiveness	əˈgrɛsɪvnəs
aggressivity	əgrɛˈsɪvɪti
aggressor	əˈgrɛsɝ
aggressors	əˈgrɛsɝz
aggrey	æˈgreɪ
aggrieved	əˈgriːvd
aggy	ˈægi
aghazadeh	ˌægəˈzɑːˌdɛ
agie	ˈægi
agildo	əˈgɪldoʊ
agile	ˈædʒəl
agilis	əˈdʒɪləs
agility	əˈdʒɪləti
agincourt	ˈædʒənˌkɔrt
agins	ˈeɪgɪnz
agip	ˈeɪgɪp
agitating	ˈædʒəˌteɪtɪŋ
agitator	ˈædʒəˌteɪtɝ
agitators	ˈædʒɪˌteɪtɝz
agius	ˈeɪdʒiːɪs
agler	ˈæglɝ
aglo	əˈgloʊ
agna	ˈægnɑː
agne	ˈægnɪ
agnella	ˌægˈnɛlə
agnelli	ˈægˌnɛli
agnelli's	ˈægˌnɛliːz
agnellis	ˈægˌnɛliːz
agnello	ˌægˈnɛloʊ
agner	ˈægnɝ
agneta	ɑːgˈnɛtə
agnico	ˈægnɪˌkoʊ
agnor	ˈægnɝ
agnos	ˈægnoʊs
agnosio	ægˈnoʊsiːoʊ
agnostics	ægˈnɑːstɪks
agoglia	əˈgɑːgliːə
agonist	ˈægənɪst
agonists	ˈægənɪsts, ˈægənɪs
agonize	ˈægəˌnaɪz
agonized	ˈægəˌnaɪzd
agonizes	ˈægəˌnaɪzɪz
agonizing	ˈægənaɪzɪŋ
agonizingly	ˈægəˌnaɪzɪŋˌliː
agora	ˈægɝə
agoraphobia	əˌgɔrəˈfoʊbiːə
agosta	ɑːˈgoʊstə
agostinelli	ɑːgoʊstiːˈnɛli
agostini	ɑːgoʊˈstiːni
agostino	ɑːgɔˈstiːnoʊ
agosto	ɑːˈgoʊstoʊ
agoura	əˈguːrə
agouron	əˈguːrɑːn
agra	ˈægrə
agrarianism	əˈgrɛriːəˌnɪzəm
agrawal	əˈgræwəl
agree	əˈgriː
agreed	əˈgriːd
agreeing	əˈgriːɪŋ
agreement's	əˈgriːmənts
agreements	əˈgriːmənts
agregable	əˈgrɛdʒəbəl
agregious	əˈgriːdʒiːəs
agresource	ˈɑːgrɛˌsɔrs, ˈægrəˌsɔrs
agresta	ɑːˈgrɛstə
agresti	ɑːˈgrɛsti
agrexco	ɑːˈgrɛkskoʊ
agri	ˈægri
agribank	ˈægrɪˌbæŋk
agrico	əˈgriːkoʊ
agricola	ˌægrɪˈkoʊlə
agricole	ˈægrɪˌkoʊl
agriculturalist	ˌægrɪˈkʌltʃɝələst
agriculturally	ˌægrɪˈkʌltʃərəli
agriculture's	ˈægrɪˌkəltʃɝz
agrifuel	ˈægrəˌfjuːl
agrifuels	ˈægrəˌfjuːlz
agrigenetics	ˌægrədʒəˈnɛtɪks
agrivisor	ˈægrəˌvaɪzɝ
agro	ˈægroʊ
agrochemical	ˌægroʊˈkɛmɪkəl
agrochemicals	ˌægroʊˈkɛmɪkəlz
agroindustrial	ˌægroʊɪˈdʌstriːəl
agrokomerc	ˈægrəkoʊˌmɝːk
agronomists	əˈgrɑːnəmɪsts, əˈgrɑːnəmɪs
agrosiand	əˈgroʊsiːənd
agrusa	ɑːˈgruːsə
agua	ˈɑːgwə
aguacate	ˈægwəˌkeɪt
aguadilla	ˌɑːgwəˈdɪlə
aguado	ɑːˈgwɑːdoʊ
aguanga	əˈgwɑːngə
aguascalientes	ˌɑːgwəskælˈjɛntɛs
aguayo	ɑːˈgweɪoʊ
agudelo	ɑːguːˈdeɪloʊ
aguero	ɑːˈgɛroʊ
aguiar	ˈɑːgwiːɝ
aguila	ɑːˈgwiːlə
aguilar	ˈægəlɑːr
aguilera	ɑːgwiːˈlɛrə
aguillar	ˈægəlɑːr
aguillard	ˈægɪlɝd
aguillon	ɑːgwiːˈlɔn
aguilo	əˈgwiːloʊ
aguinaga	ɑːguːiːˈnɑːgə
aguirra	əˈgwɪrə
aguirra's	əˈgwɪrəz
aguirre	ɑːˈgwɪreɪ, əˈgwɪreɪ
aguirre's	ɑːˈgwɪreɪz, əˈgwɪreɪz
agustin	əˈgɔstɪn
ah	ˈɑː
aha	ˌɑːˈhɑː
ahah	ˈɑːhɑː
aharon	ˈæhɝɑːn
ahart	əˈhɑːrt
ahaulsie	əˈhɑːlsi
ahearn	əˈhɝːn
aherin	ˈɑːɝɪn
ahern	əˈhɝːn
aherne	əˈhɝːn
ahh	ˈɑː
ahl	ˈɑːl
ahlberg	ˈɑːlbɝg
ahlborn	ˈɑːlbɝn
ahlen	əˈleɪn, ˈɑːlən
ahlers	ˈɑːlɝz
ahles	ˈeɪəlz
ahlf	ˈɑːlf
ahlgren	ˈɑːlgrɛn
ahlgrim	ˈɑːlgrɪm
ahlin	ˈɑːlɪn
ahlman	ˈɑːlmən
ahlquist	ˈɑːlˌkwɪst
ahlquist's	ˈɑːlˌkwɪsts
ahlquists	ˈɑːlˌkwɪsts
ahlstrand	ˈɑːlstrənd
ahlstrom	ˈɑːlstrəm
ahluwalia	əluːˈɑːljə
ahmad	ˈɑːmɑːd
ahmadi	ɑːˈmɑːdi
ahmann	ˈɑːmən
ahmanson	ˈɑːmənsən
ahmanson's	ˈɑːmənsənz
ahmansons	ˈɑːmənsənz
ahmed	ˈɑːməd, ˈɑːmɛd
ahmeek	ˈʌmiːk
ahmoudi	ɑːˈmuːdi
ahn	ˈæn
ahnell	ɑːˈnɛl
ahner	ˈɑːnɝ
aho	ˈɑːhoʊ
ahola	ˈæhələ
ahold's	əˈhoʊldz
aholds	əˈhoʊldz
ahonen	əˈhoʊnən
ahoskie	əˈhɔski
ahoy	əˈhɔɪ
ahr	ˈɑːr
ahranat	əˈrɑːnət
ahren	ˈɑːrən
ahrendt	ˈɑːrɪnt
ahrens	ˈɑːrɪnz
ahs	ˈɑːz
ahsahka	ɑːˈsɑːkə
ahuja	ɑːˈhuːjə
ahumada	ɑːjuːˈmɑːdə
ahwahnee	əˈwɑːni
ai	ˈaɪ, ˈeɪˈaɪ
aichele	ˈaɪkəl
aicher	ˈaɪkɝ
aichi	ɑːˈiːtʃi
aickin	ˈeɪkɪn
aid	ˈeɪd
aid's	ˈeɪdz
aida	aɪˈiːdə
aide	ˈeɪd
aide's	ˈeɪdz
aiden	ˌeɪˈdɛn
aidenn	ˌeɪˈdɛn
aides	ˈeɪdz
aides'	ˈeɪdz
aidid	ˌaɪˈdiːd
aidid's	ˌaɪˈdiːdz
aiello	ˌaɪˈɛloʊ
aiesha	ˈaɪʃə
aigner	ˈeɪnɝ, ɛnˈjeɪ, ˈeɪknɝ
aiguebelle	ˈaɪgəˌbɛl
aiken	ˈeɪkɪn
aikens	ˈeɪkɪnz
aikey	ˈeɪki
aikin	ˈeɪkɪn
aikins	ˈaɪkɪnz
aikman	ˈeɪkmən
aikoff	ˈaɪˌkɔf
ailee	ˈeɪˈliː
aileen	aɪˈliːn
ailerons	ˈeɪlɝˌɑːnz
ailes	ˈaɪlz, ˈeɪlz
ailey	ˈeɪli
ailments	ˈeɪlmənts
ailor	ˈeɪlɝ
ailsa	ˈeɪlsə
ailurophile	eɪˈlʊrəfaɪl, eɪˈlʊrəfaɪəl
aim's	ˈeɪmz
aimal	ˈaɪməl
aiman	ˈaɪmən
aime	ˈeɪm
aimee	ˈeɪˈmiː
aimetti	eɪˈmɛti
aimone	ˈeɪˌmoʊn
ain't	ˈeɪnt
aine	ˈeɪn
ainge	ˈeɪŋ, ˈeɪndʒ
ainley	ˈeɪnli
ainsberg	ˈeɪnzbɝg
ainsworth's	ˈeɪnzwɝθs
aipac	ˈaɪˌpæk
aipac's	ˈaɪˌpæks
air	ˈɛr
air's	ˈɛrz
air-conditioning	ˈɛrkənˌdɪʃənɪŋ
airbag	ˈɛrˌbæg
airbags	ˈɛrˌbægz
airbase	ˈɛrˌbeɪs
airbases	ˈɛrˌbeɪsɪs
airboat	ˈɛrboʊt
airboats	ˈɛrboʊts
airborne	ˈɛrˌbɔrn
airborne's	ˈɛrˌbɔrnz
airbus	ˈɛrbəs
airbus's	ˈɛrbəsɪz
aircal	ˈɛrkɑːl
aircal's	ˈɛrˌkælz
airco	ˈɛrkoʊ
aircoa	ˌɛrˈkoʊə
aircondition	ˈɛrkənˌdɪʃən
airconditioned	ˈɛrkənˌdɪʃənd
airconditioner	ˈɛrkənˌdɪʃənɝ
airconditioning	ˈɛrkənˌdɪʃənɪŋ
airconditions	ˈɛrkənˌdɪʃənz
aircraft	ˈɛrˌkræft
aircraft's	ˈɛrˌkræfts
aircrafts	ˈɛrˌkræfts
aircrew	ˈɛrˌkruː
aird	ˈɛrd
airdrop	ˈɛrdrɑːp
airdrops	ˈɛrdrɑːps
aired	ˈɛrd
airedale	ˈɛrˌdeɪl
airedales	ˈɛrˌdeɪlz
airey	ˈɛri
airfare	ˈɛrˌfɛr
airfares	ˈɛrˌfɛrz
airfield	ˈɛrˌfiːld
airfields	ˈɛrˌfiːldz
airflow	ˈɛrfloʊ
airflows	ˈɛrfloʊz
airfoil	ˈɛrˌfɔɪl
airfoils	ˈɛrˌfɔɪlz
airfone	ˈɛrˌfoʊn
airfones	ˈɛrˌfoʊnz
airforce	ˈɛrfɔrs
airforces	ˈɛrfɔrsɪz
airframes	ˈɛrˌfreɪmz
airfreight	ˈɛrˌfreɪt
airgas	ˈɛrˌgæs
airglow	ˈɛrˌgloʊ
airhart	ˈɛrhɑːrt
airheadz	ˈɛrˌhɛdz
airington	ˈɛrɪŋtən
airless	ˈɛrləs
airlia	ˈɛrliːə
airlie	ˈɛrli
airlifted	ˈɛrˌlɪftɪd
airlifter	ˈɛrˌlɪftɝ
airlifters	ˈɛrˌlɪftɝz
airlifting	ˈɛrˌlɪftɪŋ
airlifts	ˈɛrˌlɪfts
airline	ˈɛrˌlaɪn
airline's	ˈɛrˌlaɪnz
airliner	ˈɛrˌlaɪnɝ
airliner's	ˈɛrˌlaɪnɝz
airliners	ˈɛrˌlaɪnɝz
airlines	ˈɛrˌlaɪnz
airlines'	ˈɛrˌlaɪnz
airlink	ˈɛrˌlɪŋk
